Channel,Province,Gender,Race,Age_Group,Day_Name,Day_Type,Time_Period,Total_Views,Unique_Viewers,Total_Minutes,Total_Hours,Avg_Minutes_Per_View,Max_Session_Minutes,Min_Session_Minutes,High_Engagement_Views,Medium_Engagement_Views,Low_Engagement_Views
Cartoon Network,Gauteng,Female,Unknown,35-44,Sunday,Weekend,Afternoon,1,1,264,4.4,264,264,264,1,0,0
Africa Magic,Eastern Cape,Female,Black,45-54,Sunday,Weekend,Prime Time,1,1,7,0.12,7,7,7,0,0,1
ICC Cricket World Cup 2011,Western Cape,Male,Black,35-44,Wednesday,Weekday,Prime Time,2,2,2492,41.53,1246,2450,42,1,1,0
Africa Magic,Mpumalanga,Male,Black,35-44,Saturday,Weekend,Morning,1,1,589,9.82,589,589,589,1,0,0
Trace TV,Gauteng,Male,Black,35-44,Saturday,Weekend,Afternoon,1,1,549,9.15,549,549,549,1,0,0
ICC Cricket World Cup 2011,Free State,Male,White,35-44,Friday,Weekday,Afternoon,1,1,2872,47.87,2872,2872,2872,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,Indian_asian,35-44,Saturday,Weekend,Night,1,1,218,3.63,218,218,218,1,0,0
MK,Eastern Cape,Male,White,25-34,Saturday,Weekend,Late Night,1,1,71,1.18,71,71,71,0,1,0
Boomerang,Western Cape,Male,Unknown,25-34,Monday,Weekday,Prime Time,1,1,2131,35.52,2131,2131,2131,1,0,0
Supersport Live Events,Gauteng,Male,Unknown,35-44,Thursday,Weekday,Afternoon,1,1,7766,129.43,7766,7766,7766,1,0,0
Channel O,KwaZulu-Natal,Male,Black,35-44,Saturday,Weekend,Prime Time,1,1,735,12.25,735,735,735,1,0,0
kykNET,Western Cape,Male,Black,35-44,Saturday,Weekend,Prime Time,1,1,891,14.85,891,891,891,1,0,0
SuperSport Blitz,Gauteng,Male,White,35-44,Sunday,Weekend,Afternoon,1,1,118,1.97,118,118,118,0,1,0
M-Net,Gauteng,Male,Black,45-54,Thursday,Weekday,Afternoon,1,1,4,0.07,4,4,4,0,0,1
Africa Magic,Gauteng,Male,Black,25-34,Tuesday,Weekday,Morning,1,1,39,0.65,39,39,39,0,1,0
SuperSport Blitz,Western Cape,Male,Black,25-34,Thursday,Weekday,Night,1,1,304,5.07,304,304,304,1,0,0
Boomerang,Limpopo,Male,Black,25-34,Tuesday,Weekday,Afternoon,1,1,138,2.3,138,138,138,1,0,0
Africa Magic,Mpumalanga,Male,Black,25-34,Friday,Weekday,Morning,1,1,6,0.1,6,6,6,0,0,1
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,25-34,Thursday,Weekday,Afternoon,1,1,20,0.33,20,20,20,0,0,1
Trace TV,Free State,Male,Black,25-34,Sunday,Weekend,Prime Time,1,1,1413,23.55,1413,1413,1413,1,0,0
Supersport Live Events,Unknown,null,Unknown,55+,Monday,Weekday,Morning,1,1,10,0.17,10,10,10,0,0,1
Cartoon Network,Western Cape,Male,Coloured,18-24,Sunday,Weekend,Late Night,2,2,59,0.98,29.5,50,9,0,1,1
ICC Cricket World Cup 2011,Eastern Cape,Male,Unknown,25-34,Wednesday,Weekday,Morning,1,1,138,2.3,138,138,138,1,0,0
Channel O,North West,Male,Black,18-24,Saturday,Weekend,Prime Time,1,1,3843,64.05,3843,3843,3843,1,0,0
Trace TV,KwaZulu-Natal,Male,Indian_asian,35-44,Friday,Weekday,Afternoon,1,1,2127,35.45,2127,2127,2127,1,0,0
SawSee,North West,Male,Black,25-34,Tuesday,Weekday,Late Night,1,1,5,0.08,5,5,5,0,0,1
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,45-54,Wednesday,Weekday,Prime Time,1,1,240,4,240,240,240,1,0,0
Trace TV,KwaZulu-Natal,Male,Indian_asian,25-34,Friday,Weekday,Late Night,1,1,1659,27.65,1659,1659,1659,1,0,0
Trace TV,Western Cape,Male,Coloured,25-34,Friday,Weekday,Morning,2,2,7548,125.8,3774,7533,15,1,0,1
Cartoon Network,Western Cape,Male,White,18-24,Monday,Weekday,Afternoon,1,1,145,2.42,145,145,145,1,0,0
CNN,Western Cape,Male,Coloured,45-54,Friday,Weekday,Morning,1,1,40,0.67,40,40,40,0,1,0
Trace TV,Northern Cape,Female,Black,35-44,Wednesday,Weekday,Prime Time,1,1,33,0.55,33,33,33,0,1,0
Boomerang,Western Cape,Female,Coloured,35-44,Thursday,Weekday,Prime Time,1,1,2196,36.6,2196,2196,2196,1,0,0
Cartoon Network,North West,Male,Black,18-24,Saturday,Weekend,Prime Time,1,1,86,1.43,86,86,86,0,1,0
Boomerang,Gauteng,Male,Indian_asian,35-44,Saturday,Weekend,Morning,1,1,101,1.68,101,101,101,0,1,0
Trace TV,Eastern Cape,Male,Black,18-24,Sunday,Weekend,Prime Time,2,1,3030,50.5,1515,1866,1164,2,0,0
Supersport Live Events,Eastern Cape,Male,Black,18-24,Wednesday,Weekday,Afternoon,1,1,456,7.6,456,456,456,1,0,0
Channel O,Limpopo,Male,Black,18-24,Thursday,Weekday,Prime Time,1,1,942,15.7,942,942,942,1,0,0
Supersport Live Events,North West,Male,White,45-54,Saturday,Weekend,Afternoon,1,1,228,3.8,228,228,228,1,0,0
Trace TV,Gauteng,Male,Black,35-44,Tuesday,Weekday,Prime Time,2,2,549,9.15,274.5,543,6,1,0,1
ICC Cricket World Cup 2011,Gauteng,Male,Unknown,45-54,Saturday,Weekend,Prime Time,1,1,930,15.5,930,930,930,1,0,0
SuperSport Blitz,Western Cape,Male,Coloured,55+,Tuesday,Weekday,Prime Time,1,1,152,2.53,152,152,152,1,0,0
CNN,Western Cape,Male,Black,25-34,Friday,Weekday,Late Night,1,1,899,14.98,899,899,899,1,0,0
Channel O,Free State,Male,Black,25-34,Saturday,Weekend,Morning,1,1,684,11.4,684,684,684,1,0,0
Cartoon Network,Gauteng,Male,Unknown,25-34,Tuesday,Weekday,Morning,1,1,4,0.07,4,4,4,0,0,1
SuperSport Blitz,Gauteng,Male,Black,35-44,Tuesday,Weekday,Night,1,1,208,3.47,208,208,208,1,0,0
Supersport Live Events,Free State,Female,Black,25-34,Saturday,Weekend,Afternoon,1,1,146,2.43,146,146,146,1,0,0
Cartoon Network,Limpopo,Male,White,45-54,Tuesday,Weekday,Morning,1,1,49,0.82,49,49,49,0,1,0
ICC Cricket World Cup 2011,KwaZulu-Natal,Male,White,45-54,Wednesday,Weekday,Afternoon,1,1,112,1.87,112,112,112,0,1,0
ICC Cricket World Cup 2011,Eastern Cape,Male,White,35-44,Saturday,Weekend,Prime Time,1,1,1942,32.37,1942,1942,1942,1,0,0
Channel O,Gauteng,Male,Black,18-24,Friday,Weekday,Late Night,2,2,213,3.55,106.5,189,24,1,0,1
ICC Cricket World Cup 2011,Gauteng,Male,Black,35-44,Wednesday,Weekday,Afternoon,1,1,14,0.23,14,14,14,0,0,1
E! Entertainment,Gauteng,Male,Coloured,18-24,Saturday,Weekend,Afternoon,1,1,70,1.17,70,70,70,0,1,0
M-Net,Western Cape,Male,Coloured,35-44,Saturday,Weekend,Afternoon,1,1,403,6.72,403,403,403,1,0,0
Cartoon Network,North West,Male,Black,25-34,Thursday,Weekday,Late Night,1,1,2160,36,2160,2160,2160,1,0,0
Channel O,Gauteng,Male,Black,18-24,Thursday,Weekday,Prime Time,1,1,657,10.95,657,657,657,1,0,0
Trace TV,Free State,Male,Black,45-54,Tuesday,Weekday,Night,1,1,123,2.05,123,123,123,1,0,0
CNN,Western Cape,Male,Coloured,55+,Wednesday,Weekday,Morning,1,1,380,6.33,380,380,380,1,0,0
Vuzu,KwaZulu-Natal,Male,Unknown,18-24,Friday,Weekday,Afternoon,1,1,13,0.22,13,13,13,0,0,1
Channel O,Mpumalanga,Male,Black,25-34,Sunday,Weekend,Late Night,1,1,300,5,300,300,300,1,0,0
SuperSport Blitz,KwaZulu-Natal,Male,Indian_asian,18-24,Sunday,Weekend,Afternoon,1,1,6,0.1,6,6,6,0,0,1
Trace TV,North West,Male,Black,25-34,Monday,Weekday,Night,1,1,84,1.4,84,84,84,0,1,0
SuperSport Blitz,Gauteng,Male,Unknown,25-34,Saturday,Weekend,Late Night,1,1,52,0.87,52,52,52,0,1,0
Cartoon Network,Eastern Cape,Female,Coloured,25-34,Tuesday,Weekday,Prime Time,1,1,29,0.48,29,29,29,0,0,1
M-Net,Western Cape,Male,White,18-24,Saturday,Weekend,Night,1,1,151,2.52,151,151,151,1,0,0
Cartoon Network,Northern Cape,Male,White,18-24,Friday,Weekday,Afternoon,1,1,37,0.62,37,37,37,0,1,0
SuperSport Blitz,KwaZulu-Natal,Male,Indian_asian,35-44,Friday,Weekday,Afternoon,1,1,1010,16.83,1010,1010,1010,1,0,0
ICC Cricket World Cup 2011,Free State,Male,White,25-34,Tuesday,Weekday,Afternoon,1,1,2744,45.73,2744,2744,2744,1,0,0
Supersport Live Events,Gauteng,Male,Black,18-24,Sunday,Weekend,Afternoon,1,1,46,0.77,46,46,46,0,1,0
SawSee,KwaZulu-Natal,Male,Indian_asian,35-44,Saturday,Weekend,Prime Time,1,1,13,0.22,13,13,13,0,0,1
Africa Magic,Gauteng,Male,White,35-44,Wednesday,Weekday,Afternoon,1,1,580,9.67,580,580,580,1,0,0
ICC Cricket World Cup 2011,KwaZulu-Natal,Male,Black,35-44,Wednesday,Weekday,Late Night,1,1,38,0.63,38,38,38,0,1,0
E! Entertainment,Gauteng,Male,White,18-24,Friday,Weekday,Late Night,1,1,8,0.13,8,8,8,0,0,1
Africa Magic,Gauteng,Male,Indian_asian,18-24,Thursday,Weekday,Prime Time,1,1,25,0.42,25,25,25,0,0,1
SawSee,KwaZulu-Natal,Male,White,55+,Sunday,Weekend,Night,1,1,69,1.15,69,69,69,0,1,0
SuperSport Blitz,Western Cape,Male,Coloured,35-44,Wednesday,Weekday,Morning,1,1,26,0.43,26,26,26,0,0,1
Trace TV,Eastern Cape,Male,Unknown,18-24,Sunday,Weekend,Prime Time,1,1,159,2.65,159,159,159,1,0,0
ICC Cricket World Cup 2011,KwaZulu-Natal,Male,Coloured,18-24,Tuesday,Weekday,Afternoon,1,1,176,2.93,176,176,176,1,0,0
Africa Magic,Limpopo,Female,Black,Under 18,Monday,Weekday,Afternoon,1,1,232,3.87,232,232,232,1,0,0
Supersport Live Events,Gauteng,Male,Indian_asian,18-24,Wednesday,Weekday,Late Night,1,1,540,9,540,540,540,1,0,0
Boomerang,KwaZulu-Natal,Male,Indian_asian,25-34,Thursday,Weekday,Night,1,1,19,0.32,19,19,19,0,0,1
Supersport Live Events,Limpopo,Male,Black,25-34,Saturday,Weekend,Prime Time,2,2,4052,67.53,2026,3276,776,2,0,0
Supersport Live Events,Gauteng,Male,Indian_asian,25-34,Tuesday,Weekday,Late Night,1,1,76,1.27,76,76,76,0,1,0
Supersport Live Events,Gauteng,Male,Coloured,35-44,Friday,Weekday,Afternoon,1,1,192,3.2,192,192,192,1,0,0
Supersport Live Events,Gauteng,Male,Indian_asian,45-54,Saturday,Weekend,Prime Time,2,2,2472,41.2,1236,2394,78,1,1,0
Africa Magic,Limpopo,Male,Black,55+,Tuesday,Weekday,Afternoon,1,1,37,0.62,37,37,37,0,1,0
Africa Magic,Eastern Cape,Female,Black,25-34,Monday,Weekday,Night,1,1,57,0.95,57,57,57,0,1,0
DStv Events 1,Gauteng,Male,Black,35-44,Thursday,Weekday,Prime Time,1,1,250,4.17,250,250,250,1,0,0
DStv Events 1,Western Cape,Male,Coloured,35-44,Sunday,Weekend,Late Night,1,1,75,1.25,75,75,75,0,1,0
SawSee,Western Cape,Male,Black,35-44,Thursday,Weekday,Afternoon,1,1,28,0.47,28,28,28,0,0,1
Africa Magic,Limpopo,Male,Black,25-34,Friday,Weekday,Afternoon,1,1,2,0.03,2,2,2,0,0,1
Cartoon Network,Gauteng,Male,Unknown,35-44,Thursday,Weekday,Afternoon,1,1,67,1.12,67,67,67,0,1,0
Boomerang,Gauteng,Male,White,25-34,Wednesday,Weekday,Afternoon,1,1,10,0.17,10,10,10,0,0,1
SawSee,Western Cape,Male,Coloured,25-34,Friday,Weekday,Night,1,1,24,0.4,24,24,24,0,0,1
Vuzu,Mpumalanga,Male,Black,35-44,Friday,Weekday,Night,1,1,100,1.67,100,100,100,0,1,0
Cartoon Network,Mpumalanga,Male,Black,Under 18,Friday,Weekday,Afternoon,1,1,53,0.88,53,53,53,0,1,0
MK,Western Cape,Male,Coloured,55+,Sunday,Weekend,Afternoon,1,1,151,2.52,151,151,151,1,0,0
E! Entertainment,KwaZulu-Natal,Male,Indian_asian,25-34,Sunday,Weekend,Late Night,1,1,608,10.13,608,608,608,1,0,0
Boomerang,Eastern Cape,Male,White,35-44,Friday,Weekday,Afternoon,1,1,54,0.9,54,54,54,0,1,0
Africa Magic,KwaZulu-Natal,Female,Black,35-44,Friday,Weekday,Morning,1,1,32,0.53,32,32,32,0,1,0
E! Entertainment,Gauteng,Female,Unknown,25-34,Friday,Weekday,Afternoon,1,1,26,0.43,26,26,26,0,0,1
Channel O,Limpopo,Male,Indian_asian,25-34,Saturday,Weekend,Afternoon,1,1,60,1,60,60,60,0,1,0
CNN,Gauteng,Male,Black,45-54,Tuesday,Weekday,Prime Time,1,1,87,1.45,87,87,87,0,1,0
E! Entertainment,Gauteng,Male,Indian_asian,25-34,Tuesday,Weekday,Afternoon,1,1,98,1.63,98,98,98,0,1,0
Supersport Live Events,Gauteng,Male,Indian_asian,18-24,Tuesday,Weekday,Late Night,1,1,2936,48.93,2936,2936,2936,1,0,0
SuperSport Blitz,Western Cape,Male,Black,35-44,Wednesday,Weekday,Prime Time,1,1,58,0.97,58,58,58,0,1,0
SuperSport Blitz,KwaZulu-Natal,Male,Other,25-34,Sunday,Weekend,Night,1,1,12,0.2,12,12,12,0,0,1
Cartoon Network,Gauteng,Male,Indian_asian,35-44,Wednesday,Weekday,Prime Time,1,1,13,0.22,13,13,13,0,0,1
CNN,Gauteng,Male,Black,45-54,Sunday,Weekend,Afternoon,1,1,1287,21.45,1287,1287,1287,1,0,0
Cartoon Network,Gauteng,Male,White,35-44,Thursday,Weekday,Late Night,1,1,2301,38.35,2301,2301,2301,1,0,0
SuperSport Blitz,Gauteng,Male,Black,25-34,Wednesday,Weekday,Late Night,1,1,7188,119.8,7188,7188,7188,1,0,0
Africa Magic,Eastern Cape,Male,Black,25-34,Wednesday,Weekday,Morning,1,1,72,1.2,72,72,72,0,1,0
Trace TV,Free State,Male,White,18-24,Tuesday,Weekday,Prime Time,1,1,180,3,180,180,180,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,Indian_asian,35-44,Sunday,Weekend,Afternoon,1,1,62,1.03,62,62,62,0,1,0
Cartoon Network,Gauteng,Male,Coloured,25-34,Sunday,Weekend,Afternoon,1,1,5,0.08,5,5,5,0,0,1
E! Entertainment,KwaZulu-Natal,Male,Coloured,25-34,Tuesday,Weekday,Afternoon,1,1,54,0.9,54,54,54,0,1,0
SuperSport Blitz,Gauteng,Male,Black,45-54,Saturday,Weekend,Afternoon,1,1,426,7.1,426,426,426,1,0,0
Channel O,North West,Male,Unknown,25-34,Saturday,Weekend,Night,1,1,948,15.8,948,948,948,1,0,0
Supersport Live Events,Gauteng,Male,Unknown,35-44,Monday,Weekday,Late Night,1,1,18,0.3,18,18,18,0,0,1
Channel O,Free State,Male,Black,18-24,Tuesday,Weekday,Afternoon,1,1,282,4.7,282,282,282,1,0,0
CNN,Gauteng,Male,Black,55+,Sunday,Weekend,Prime Time,1,1,4702,78.37,4702,4702,4702,1,0,0
Supersport Live Events,Western Cape,Male,Unknown,25-34,Wednesday,Weekday,Night,1,1,42,0.7,42,42,42,0,1,0
Channel O,North West,Male,Black,25-34,Wednesday,Weekday,Night,2,2,2565,42.75,1282.5,2277,288,2,0,0
Vuzu,Mpumalanga,Male,Black,18-24,Monday,Weekday,Afternoon,1,1,14,0.23,14,14,14,0,0,1
Channel O,Western Cape,Male,Unknown,35-44,Thursday,Weekday,Night,1,1,237,3.95,237,237,237,1,0,0
Africa Magic,KwaZulu-Natal,Female,Black,25-34,Tuesday,Weekday,Afternoon,1,1,1844,30.73,1844,1844,1844,1,0,0
Vuzu,Limpopo,Male,Black,25-34,Friday,Weekday,Morning,1,1,9,0.15,9,9,9,0,0,1
ICC Cricket World Cup 2011,Limpopo,Male,Black,18-24,Wednesday,Weekday,Afternoon,1,1,254,4.23,254,254,254,1,0,0
Trace TV,Gauteng,Female,Black,25-34,Monday,Weekday,Late Night,1,1,1335,22.25,1335,1335,1335,1,0,0
Cartoon Network,Western Cape,Male,Coloured,25-34,Saturday,Weekend,Night,1,1,23,0.38,23,23,23,0,0,1
SuperSport Blitz,Gauteng,Female,Indian_asian,18-24,Saturday,Weekend,Late Night,1,1,210,3.5,210,210,210,1,0,0
Trace TV,KwaZulu-Natal,Male,White,25-34,Sunday,Weekend,Afternoon,1,1,120,2,120,120,120,0,1,0
CNN,Limpopo,Male,Black,45-54,Tuesday,Weekday,Late Night,1,1,2794,46.57,2794,2794,2794,1,0,0
Trace TV,North West,Female,Black,25-34,Monday,Weekday,Morning,1,1,426,7.1,426,426,426,1,0,0
Cartoon Network,Gauteng,Male,Black,25-34,Sunday,Weekend,Late Night,2,1,32,0.53,16,17,15,0,0,2
ICC Cricket World Cup 2011,Eastern Cape,Male,Coloured,18-24,Monday,Weekday,Afternoon,1,1,106,1.77,106,106,106,0,1,0
Boomerang,Free State,Male,Black,18-24,Thursday,Weekday,Morning,1,1,4,0.07,4,4,4,0,0,1
Trace TV,Gauteng,Female,Coloured,25-34,Wednesday,Weekday,Afternoon,1,1,156,2.6,156,156,156,1,0,0
Cartoon Network,Gauteng,Male,Black,25-34,Thursday,Weekday,Late Night,1,1,74,1.23,74,74,74,0,1,0
SuperSport Blitz,Gauteng,Male,Indian_asian,25-34,Thursday,Weekday,Night,1,1,1292,21.53,1292,1292,1292,1,0,0
E! Entertainment,Unknown,null,Unknown,55+,Thursday,Weekday,Morning,1,1,62,1.03,62,62,62,0,1,0
M-Net,Western Cape,Female,Black,25-34,Sunday,Weekend,Afternoon,1,1,228,3.8,228,228,228,1,0,0
ICC Cricket World Cup 2011,KwaZulu-Natal,Male,Unknown,25-34,Friday,Weekday,Afternoon,1,1,410,6.83,410,410,410,1,0,0
Channel O,Gauteng,Male,Black,Under 18,Friday,Weekday,Afternoon,1,1,303,5.05,303,303,303,1,0,0
SuperSport Blitz,North West,Male,Black,25-34,Saturday,Weekend,Morning,1,1,6,0.1,6,6,6,0,0,1
Channel O,Gauteng,Male,Coloured,35-44,Friday,Weekday,Prime Time,1,1,102,1.7,102,102,102,0,1,0
SuperSport Blitz,Western Cape,Male,Coloured,25-34,Tuesday,Weekday,Afternoon,1,1,356,5.93,356,356,356,1,0,0
Trace TV,Western Cape,Male,White,18-24,Sunday,Weekend,Afternoon,1,1,54,0.9,54,54,54,0,1,0
CNN,Western Cape,Male,Coloured,25-34,Saturday,Weekend,Prime Time,1,1,159,2.65,159,159,159,1,0,0
CNN,Eastern Cape,Male,Coloured,55+,Saturday,Weekend,Afternoon,1,1,35,0.58,35,35,35,0,1,0
Africa Magic,Limpopo,Male,Indian_asian,18-24,Tuesday,Weekday,Morning,1,1,9,0.15,9,9,9,0,0,1
Cartoon Network,Gauteng,Male,Black,25-34,Friday,Weekday,Night,1,1,18,0.3,18,18,18,0,0,1
Trace TV,Western Cape,Male,Coloured,35-44,Wednesday,Weekday,Prime Time,1,1,330,5.5,330,330,330,1,0,0
E! Entertainment,KwaZulu-Natal,Male,Indian_asian,25-34,Saturday,Weekend,Prime Time,1,1,96,1.6,96,96,96,0,1,0
Supersport Live Events,Mpumalanga,Male,White,25-34,Friday,Weekday,Morning,2,2,2480,41.33,1240,2006,474,2,0,0
E! Entertainment,Free State,Male,Black,45-54,Tuesday,Weekday,Late Night,1,1,644,10.73,644,644,644,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,35-44,Friday,Weekday,Morning,1,1,58,0.97,58,58,58,0,1,0
Cartoon Network,KwaZulu-Natal,Male,Indian_asian,35-44,Tuesday,Weekday,Late Night,1,1,70,1.17,70,70,70,0,1,0
SuperSport Blitz,KwaZulu-Natal,Male,Black,25-34,Wednesday,Weekday,Prime Time,1,1,110,1.83,110,110,110,0,1,0
Cartoon Network,Gauteng,Female,Unknown,35-44,Friday,Weekday,Prime Time,1,1,7,0.12,7,7,7,0,0,1
Africa Magic,Limpopo,Female,Black,18-24,Thursday,Weekday,Prime Time,1,1,41,0.68,41,41,41,0,1,0
Boomerang,Gauteng,Female,White,35-44,Thursday,Weekday,Night,1,1,162,2.7,162,162,162,1,0,0
ICC Cricket World Cup 2011,Northern Cape,Male,Black,35-44,Sunday,Weekend,Afternoon,1,1,1272,21.2,1272,1272,1272,1,0,0
Boomerang,Free State,Male,Black,18-24,Sunday,Weekend,Late Night,1,1,2245,37.42,2245,2245,2245,1,0,0
Boomerang,Western Cape,Male,Coloured,25-34,Wednesday,Weekday,Late Night,1,1,912,15.2,912,912,912,1,0,0
Channel O,Gauteng,Male,Black,18-24,Sunday,Weekend,Prime Time,5,5,3621,60.35,724.2,3162,27,3,1,1
ICC Cricket World Cup 2011,Mpumalanga,Male,Black,18-24,Monday,Weekday,Afternoon,1,1,302,5.03,302,302,302,1,0,0
CNN,Western Cape,Male,Unknown,35-44,Thursday,Weekday,Late Night,1,1,970,16.17,970,970,970,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,35-44,Tuesday,Weekday,Afternoon,7,7,2402,40.03,343.14,1158,52,5,2,0
Trace TV,Northern Cape,Male,Black,25-34,Friday,Weekday,Night,1,1,213,3.55,213,213,213,1,0,0
Trace TV,Gauteng,Male,White,Under 18,Sunday,Weekend,Prime Time,1,1,186,3.1,186,186,186,1,0,0
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,18-24,Sunday,Weekend,Afternoon,2,2,642,10.7,321,630,12,1,0,1
Boomerang,Gauteng,Female,Unknown,25-34,Friday,Weekday,Morning,1,1,9,0.15,9,9,9,0,0,1
Cartoon Network,KwaZulu-Natal,Female,Black,25-34,Thursday,Weekday,Afternoon,1,1,85,1.42,85,85,85,0,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,25-34,Wednesday,Weekday,Prime Time,13,10,39126,652.1,3009.69,9928,24,10,2,1
ICC Cricket World Cup 2011,Gauteng,Male,Coloured,25-34,Thursday,Weekday,Afternoon,1,1,438,7.3,438,438,438,1,0,0
Channel O,North West,Male,Black,25-34,Monday,Weekday,Prime Time,4,4,513,8.55,128.25,303,48,1,3,0
CNN,KwaZulu-Natal,Female,Indian_asian,25-34,Saturday,Weekend,Night,1,1,3,0.05,3,3,3,0,0,1
Channel O,Mpumalanga,Male,Black,18-24,Wednesday,Weekday,Prime Time,2,2,546,9.1,273,534,12,1,0,1
ICC Cricket World Cup 2011,Gauteng,Male,Black,25-34,Wednesday,Weekday,Afternoon,3,3,698,11.63,232.67,448,40,2,1,0
SawSee,Limpopo,Male,Black,25-34,Friday,Weekday,Prime Time,1,1,238,3.97,238,238,238,1,0,0
Channel O,Free State,Male,Black,18-24,Monday,Weekday,Prime Time,1,1,84,1.4,84,84,84,0,1,0
E! Entertainment,Eastern Cape,Male,White,25-34,Wednesday,Weekday,Afternoon,1,1,144,2.4,144,144,144,1,0,0
Channel O,Free State,Male,Black,18-24,Friday,Weekday,Late Night,1,1,336,5.6,336,336,336,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,Unknown,35-44,Wednesday,Weekday,Morning,1,1,346,5.77,346,346,346,1,0,0
SawSee,Gauteng,Male,Indian_asian,18-24,Friday,Weekday,Prime Time,1,1,6,0.1,6,6,6,0,0,1
SuperSport Blitz,Gauteng,Male,Indian_asian,18-24,Sunday,Weekend,Prime Time,1,1,18,0.3,18,18,18,0,0,1
Channel O,Gauteng,Male,Indian_asian,35-44,Sunday,Weekend,Morning,2,2,258,4.3,129,252,6,1,0,1
Boomerang,Mpumalanga,Male,Black,25-34,Thursday,Weekday,Late Night,1,1,841,14.02,841,841,841,1,0,0
Channel O,Eastern Cape,Male,Black,25-34,Friday,Weekday,Night,1,1,579,9.65,579,579,579,1,0,0
ICC Cricket World Cup 2011,Mpumalanga,Male,White,18-24,Saturday,Weekend,Afternoon,1,1,1912,31.87,1912,1912,1912,1,0,0
Boomerang,Limpopo,Male,Black,25-34,Sunday,Weekend,Afternoon,2,2,598,9.97,299,553,45,1,1,0
Trace TV,Limpopo,Male,Coloured,25-34,Monday,Weekday,Morning,1,1,756,12.6,756,756,756,1,0,0
Africa Magic,Eastern Cape,Male,Black,45-54,Thursday,Weekday,Prime Time,2,2,549,9.15,274.5,479,70,1,1,0
Trace TV,Gauteng,Female,Black,18-24,Thursday,Weekday,Prime Time,2,2,1347,22.45,673.5,903,444,2,0,0
SuperSport Blitz,Gauteng,Male,White,35-44,Tuesday,Weekday,Night,1,1,100,1.67,100,100,100,0,1,0
Africa Magic,Gauteng,Male,Indian_asian,25-34,Wednesday,Weekday,Late Night,1,1,4,0.07,4,4,4,0,0,1
Channel O,Eastern Cape,Male,Unknown,35-44,Thursday,Weekday,Morning,1,1,1071,17.85,1071,1071,1071,1,0,0
Cartoon Network,Limpopo,Male,Black,25-34,Wednesday,Weekday,Afternoon,1,1,904,15.07,904,904,904,1,0,0
Trace TV,Mpumalanga,Male,Black,18-24,Wednesday,Weekday,Late Night,1,1,117,1.95,117,117,117,0,1,0
Supersport Live Events,Western Cape,Male,Coloured,35-44,Friday,Weekday,Morning,4,4,2270,37.83,567.5,950,170,4,0,0
ICC Cricket World Cup 2011,Gauteng,Female,Indian_asian,25-34,Wednesday,Weekday,Afternoon,2,2,3524,58.73,1762,3264,260,2,0,0
CNN,Gauteng,Male,Black,35-44,Friday,Weekday,Prime Time,3,3,2352,39.2,784,1317,37,2,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Coloured,18-24,Saturday,Weekend,Afternoon,2,1,1380,23,690,1214,166,2,0,0
Supersport Live Events,Eastern Cape,Male,Black,18-24,Thursday,Weekday,Afternoon,1,1,3110,51.83,3110,3110,3110,1,0,0
Cartoon Network,Gauteng,Male,Black,35-44,Saturday,Weekend,Morning,1,1,306,5.1,306,306,306,1,0,0
SuperSport Blitz,Gauteng,Male,Black,25-34,Thursday,Weekday,Afternoon,1,1,102,1.7,102,102,102,0,1,0
Supersport Live Events,Free State,Male,Coloured,35-44,Sunday,Weekend,Prime Time,1,1,1126,18.77,1126,1126,1126,1,0,0
Channel O,North West,Male,Black,25-34,Friday,Weekday,Morning,1,1,123,2.05,123,123,123,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,White,35-44,Friday,Weekday,Afternoon,1,1,12,0.2,12,12,12,0,0,1
Supersport Live Events,Western Cape,Male,Coloured,25-34,Saturday,Weekend,Late Night,1,1,30,0.5,30,30,30,0,1,0
Supersport Live Events,Western Cape,Male,Black,45-54,Friday,Weekday,Night,1,1,64,1.07,64,64,64,0,1,0
ICC Cricket World Cup 2011,Western Cape,Male,Unknown,35-44,Sunday,Weekend,Afternoon,1,1,3654,60.9,3654,3654,3654,1,0,0
Trace TV,Western Cape,Male,Unknown,25-34,Sunday,Weekend,Prime Time,1,1,642,10.7,642,642,642,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,Black,35-44,Saturday,Weekend,Afternoon,2,1,524,8.73,262,386,138,2,0,0
Supersport Live Events,Gauteng,Male,Unknown,35-44,Saturday,Weekend,Morning,1,1,12,0.2,12,12,12,0,0,1
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,Under 18,Friday,Weekday,Afternoon,1,1,1826,30.43,1826,1826,1826,1,0,0
